B01,B04,B06,B08,NDVI,NDBI,NDWI,REVI,NDSI,BSI,LST,building_density_50,building_density_100,building_density_200,building_area_100,building_area_200,distance_to_building,coverage_ratio_100,wind_speed,wind_direction,humidity,solar_flux,UHI Index
1496.0,1644.0,2990.0,1878.0,0.06643952299829642,0.2508974870362984,-0.2508974870362984,0.2904618040569702,0.31213389121338914,-0.06643952299829642,35.76548372000002,2,6,13,2353.93742549673,16676.2590057753,25.183612260889586,0.07492815539936294,3.2,142.0,47.2,658.0,1.012137739
1200.0,1500.0,2702.0,2200.0,0.1891891891891892,0.2254884703397289,-0.2254884703397289,0.2860542598762494,0.3977113029512146,-0.1891891891891892,34.63753712000005,1,6,12,2052.4975006357813,15671.558335202957,34.577609840105225,0.06533302458198904,3.2,142.0,47.2,658.0,1.012137739
1200.0,1586.0,2702.0,1970.0,0.10798650168728909,0.27719684461566685,-0.27719684461566685,0.26026119402985076,0.37398855338464576,-0.10798650168728909,34.63753712000005,1,5,11,1992.8286340370246,14474.289836493805,44.20074752292711,0.06343370556841244,3.2,142.0,47.2,658.0,1.012137739
1178.0,2138.0,3060.0,2244.0,0.024189867640346873,0.2235294117647059,-0.2235294117647059,0.177375913813005,0.24638702855128658,-0.024189867640346873,34.63753712000005,0,4,11,1950.5077013686096,13156.87784878122,52.99774072127602,0.06208658844232493,3.2,163.0,47.6,565.0,1.009974024
1178.0,2088.0,3060.0,2708.0,0.1292743953294412,0.13260730301089046,-0.13260730301089046,0.1888111888111888,0.2574679943100996,-0.1292743953294412,34.63753712000005,0,4,11,1803.5420469282103,11819.620572592867,61.4419149251744,0.05740852636853995,3.2,163.0,47.6,565.0,1.009974024
1178.0,1898.0,3060.0,2374.0,0.11142322097378277,0.19661590524534686,-0.19661590524534686,0.23436869705526422,0.3014354066985646,-0.11142322097378277,34.11458005999998,0,3,10,1654.9934986558676,10541.51193387571,69.19313972269555,0.052680079219206276,3.2,163.0,47.6,565.0,1.00348288
1178.0,1898.0,3060.0,2374.0,0.11142322097378277,0.19661590524534686,-0.19661590524534686,0.23436869705526422,0.3014354066985646,-0.11142322097378277,34.11458005999998,0,2,10,1548.7573929834389,9394.967811424118,68.05091737510803,0.04929847894868628,3.2,163.0,47.6,565.0,1.00348288
1178.0,2280.0,2386.0,2686.0,0.08175594039468385,-0.0673554540035764,0.0673554540035764,0.02271753107586798,0.014480224767668035,-0.08175594039468385,34.11458005999998,0,2,10,1497.5584411560667,8482.232371715778,65.40113337026327,0.047668765695796256,3.2,163.0,47.6,565.0,1.00348288
1178.0,2280.0,2386.0,2686.0,0.08175594039468385,-0.0673554540035764,0.0673554540035764,0.02271753107586798,0.014480224767668035,-0.08175594039468385,33.55402478000002,0,2,9,1450.3078508751553,8000.694607548554,62.97020022001746,0.046164732694352874,3.2,163.0,47.6,565.0,1.00348288
1178.0,1166.0,2386.0,2684.0,0.3942857142857143,-0.06698469489167164,0.06698469489167164,0.34346846846846846,0.33617990321662394,-0.3942857142857143,33.55402478000002,0,2,9,979.9930375706929,6931.107021976303,64.90451651204222,0.031194147225003455,3.2,163.0,47.6,565.0,1.00348288
1178.0,1166.0,2386.0,2684.0,0.3942857142857143,-0.06698469489167164,0.06698469489167164,0.34346846846846846,0.33617990321662394,-0.3942857142857143,33.55402478000002,0,1,8,851.4380971912317,6539.597652793443,66.20586575272912,0.027102116380948428,3.2,163.0,47.6,565.0,1.00348288
1178.0,1166.0,2386.0,2684.0,0.3942857142857143,-0.06698469489167164,0.06698469489167164,0.34346846846846846,0.33617990321662394,-0.3942857142857143,33.55402478000002,0,1,8,785.3152829704579,6256.970826582543,67.4011824332713,0.024997361834071783,3.2,163.0,47.6,565.0,1.005646594
1178.0,1170.0,2063.0,1708.0,0.18693537178596248,0.05973025048169557,-0.05973025048169557,0.27621404268481287,0.24394184168012925,-0.18693537178596248,33.314763380000045,0,1,7,427.2258469876774,5382.172234024579,76.38198281323734,0.013599021072942117,3.2,163.0,47.6,565.0,1.005646594
1178.0,1088.0,2108.0,1388.0,0.12116316639741519,0.20275703618609994,-0.20275703618609994,0.3191489361702128,0.31615336266499056,-0.12116316639741519,33.499336459999995,0,1,8,99.77952186797157,5332.929049196866,89.81838097573537,0.003176080824926708,3.2,163.0,47.6,565.0,1.007810309
1178.0,1374.0,2108.0,2158.0,0.22197055492638731,-0.015051740357478834,0.015051740357478834,0.21079839172889145,0.20761245674740483,-0.22197055492638731,34.11458005999998,0,1,9,16.89883782124675,5935.421896535485,95.83850561630686,0.000537906714351939,3.2,163.0,47.6,565.0,1.007810309
1178.0,1374.0,2108.0,2158.0,0.22197055492638731,-0.015051740357478834,0.015051740357478834,0.21079839172889145,0.20761245674740483,-0.22197055492638731,34.23762878000002,0,0,9,0.0,6621.344193845504,102.48889085579802,0.0,3.2,163.0,47.6,565.0,0.996991735
1306.0,3140.0,3065.0,3340.0,0.030864197530864196,0.03482155757838463,-0.03482155757838463,-0.012087026591458501,0.06561523582800179,-0.030864197530864196,34.23762878000002,0,0,8,0.0,7034.992320326863,104.50521371832865,0.0,3.2,163.0,47.6,565.0,0.996991735
1306.0,2408.0,2497.0,2846.0,0.08336505519604111,-0.0015836705965159247,0.0015836705965159247,0.018144750254842,0.08179218303145853,-0.08336505519604111,34.23762878000002,0,0,8,0.0,7229.139846542225,106.65193693781086,0.0,3.2,163.0,47.6,565.0,1.001439371
1306.0,1924.0,2497.0,2770.0,0.18023008095440987,0.011949349028000713,-0.011949349028000713,0.1296086858176883,0.19176643562276832,-0.18023008095440987,34.23762878000002,0,0,8,0.0,7251.087361112356,107.52704695746264,0.0,3.2,163.0,47.6,565.0,1.001439371
1306.0,1924.0,2497.0,2770.0,0.18023008095440987,0.011949349028000713,-0.011949349028000713,0.1296086858176883,0.19176643562276832,-0.18023008095440987,34.23762878000002,0,0,8,0.0,7260.1812772452695,107.1109896798036,0.0,3.2,163.0,47.6,565.0,0.997111941
1306.0,1924.0,2497.0,2770.0,0.18023008095440987,0.011949349028000713,-0.011949349028000713,0.1296086858176883,0.19176643562276832,-0.18023008095440987,34.23762878000002,0,0,8,0.0,6859.979932526195,111.30987525017191,0.0,3.2,163.0,47.6,565.0,1.001439371
1306.0,1194.0,1635.0,2014.0,0.25561097256857856,0.01588077204984119,-0.01588077204984119,0.15588547189819724,0.27039413382218147,-0.25561097256857856,34.446128000000044,0,0,10,0.0,6485.92668519056,113.63249803079819,0.0,3.2,163.0,47.6,565.0,0.999275656
1306.0,943.0,1635.0,1262.0,0.14467120181405896,0.24453756360371146,-0.24453756360371146,0.2684251357641583,0.3759099933818663,-0.14467120181405896,34.446128000000044,0,0,11,0.0,6447.269789053567,115.27311524816234,0.0,3.2,163.0,47.6,565.0,0.999275656
1098.0,556.0,1880.0,2138.0,0.5872308834446919,-0.13331566392790883,0.13331566392790883,0.5435139573070608,0.4924691921497033,-0.5872308834446919,34.80160208000001,0,1,11,18.65237139058157,6999.5485236891545,96.48616527534523,0.0005937234214393813,3.2,163.0,47.6,565.0,1.001439371
1098.0,556.0,1880.0,2138.0,0.5872308834446919,-0.13331566392790883,0.13331566392790883,0.5435139573070608,0.4924691921497033,-0.5872308834446919,34.80160208000001,0,1,11,54.25737319586679,6965.221102916716,93.7344485520414,0.0017270658286607813,3.2,163.0,47.6,565.0,1.003603086
1098.0,735.0,1888.0,1614.0,0.37420178799489145,0.08321499573984663,-0.08321499573984663,0.4395730080060999,0.4436033308099924,-0.37420178799489145,35.153658140000005,0,1,13,612.9708333215688,7343.6973037946,74.1297201357388,0.01951146761885719,3.2,163.0,47.6,565.0,1.005766801
1098.0,735.0,1888.0,1614.0,0.37420178799489145,0.08321499573984663,-0.08321499573984663,0.4395730080060999,0.4436033308099924,-0.37420178799489145,35.153658140000005,0,1,13,664.3551676677919,7441.251111368039,71.98070032355835,0.0211470817805948,3.2,163.0,47.6,565.0,1.003603086
1098.0,772.0,1962.0,2144.0,0.47050754458161864,-0.05511811023622047,0.05511811023622047,0.4352596927578639,0.4264487369985141,-0.47050754458161864,35.153658140000005,0,1,14,895.1680159359385,8662.500394312423,60.62001772702778,0.02849408292679383,3.2,163.0,47.6,565.0,1.005766801
1472.0,997.0,1655.0,2080.0,0.35196620084497887,-0.08389786347055758,0.08389786347055758,0.24811463046757165,0.27622504537205084,-0.35196620084497887,35.153658140000005,0,1,16,1022.0783386361456,11479.847586807957,52.463056906850404,0.03253376396421894,3.2,163.0,47.6,565.0,1.010094231
1472.0,805.0,1580.0,2210.0,0.4660033167495854,-0.1742826780021254,0.1742826780021254,0.3249475890985325,0.31750741839762614,-0.4660033167495854,35.01010130000003,0,1,13,467.6232404027802,10381.046998797614,76.19431408876527,0.014884910042950434,3.2,163.0,47.6,565.0,1.007930516
1472.0,602.0,1580.0,2146.0,0.5618631732168851,-0.16,0.16,0.44821264894592117,0.44155844155844154,-0.5618631732168851,35.01010130000003,0,1,12,278.35226309655525,10114.425434098455,84.60893959541008,0.008860227718526506,3.2,163.0,47.6,565.0,1.001439371
1418.0,1046.0,1605.0,1746.0,0.2507163323782235,-0.04519604908709967,0.04519604908709967,0.2108638249717088,0.2078758046194623,-0.2507163323782235,35.01010130000003,0,1,11,125.08042164820203,9944.844316464529,91.45781907255758,0.003981433477865974,3.2,163.0,47.6,565.0,1.001439371
1418.0,1046.0,1605.0,1746.0,0.2507163323782235,-0.04519604908709967,0.04519604908709967,0.2108638249717088,0.2078758046194623,-0.2507163323782235,35.01010130000003,0,1,11,19.86147558007183,9870.558689966845,96.94990843489512,0.0006322104031334802,3.2,163.0,47.6,565.0,1.007930516
1418.0,1046.0,1605.0,1746.0,0.2507163323782235,-0.04519604908709967,0.04519604908709967,0.2108638249717088,0.2078758046194623,-0.2507163323782235,35.01010130000003,0,0,10,0.0,9852.008489609243,100.33852588788082,0.0,3.2,163.0,47.6,565.0,1.007930516
1418.0,620.0,1937.0,2076.0,0.5400593471810089,-0.1450634307777165,0.1450634307777165,0.5150567070786077,0.42857142857142855,-0.5400593471810089,34.95883100000003,0,0,9,0.0,9760.248115118855,117.15124189756703,0.0,3.2,163.0,47.6,565.0,1.010214437
1418.0,620.0,1937.0,2076.0,0.5400593471810089,-0.1450634307777165,0.1450634307777165,0.5150567070786077,0.42857142857142855,-0.5400593471810089,34.95883100000003,0,0,8,0.0,9500.595515996049,122.90587776368966,0.0,3.2,163.0,47.6,565.0,1.010214437
1418.0,986.0,1790.0,2290.0,0.398046398046398,-0.1412908048841266,0.1412908048841266,0.2896253602305475,0.27205610926541157,-0.398046398046398,36.70885724000004,0,0,8,0.0,8196.641463220605,125.97242227217686,0.0,3.2,163.0,47.6,565.0,1.018869297
1418.0,986.0,1790.0,2290.0,0.398046398046398,-0.1412908048841266,0.1412908048841266,0.2896253602305475,0.27205610926541157,-0.398046398046398,36.70885724000004,0,0,8,0.0,7597.166169480832,121.5351922319747,0.0,3.2,163.0,47.6,565.0,1.014541867
1285.0,1206.0,1816.0,1756.0,0.18568534773801484,-0.02152414194299011,0.02152414194299011,0.20185307743216413,0.16481994459833796,-0.18568534773801484,36.70885724000004,0,0,8,0.0,6966.740877943476,117.04291218224321,0.0,3.2,163.0,47.6,565.0,1.014541867
1285.0,1704.0,2167.0,2308.0,0.15054835493519442,-0.09695817490494296,0.09695817490494296,0.11960733660552829,0.05438401775804662,-0.15054835493519442,36.70885724000004,0,0,8,0.0,6229.939850482155,113.16822860392764,0.0,3.2,163.0,47.6,565.0,1.018869297
1285.0,707.0,2167.0,1600.0,0.3870827915041179,0.08571428571428572,-0.08571428571428572,0.5080027835768963,0.45761411584196393,-0.3870827915041179,36.70885724000004,0,0,7,0.0,5515.447977459472,111.42274090549594,0.0,3.2,163.0,47.6,565.0,1.018869297
1285.0,1134.0,2167.0,1562.0,0.15875370919881307,0.097631426920855,-0.097631426920855,0.31293547409875794,0.2524719841793013,-0.15875370919881307,37.365117080000005,0,0,8,0.0,4844.816962279492,109.41696892340663,0.0,3.2,163.0,47.6,565.0,1.016705582
1285.0,1622.0,2147.0,1812.0,0.0553290623179965,0.0951310861423221,-0.0951310861423221,0.13929424250464315,0.14967234600262122,-0.0553290623179965,37.365117080000005,0,0,7,0.0,4378.739182159764,108.24913411053915,0.0,3.2,163.0,47.6,565.0,1.016705582
975.0,1080.0,1284.0,1638.0,0.2052980132450331,0.0018281535648994515,-0.0018281535648994515,0.08629441624365482,0.20704845814977973,-0.2052980132450331,38.18885990000001,0,0,6,0.0,3475.925876601786,107.97659113311602,0.0,3.2,163.0,47.6,565.0,1.010214437
975.0,1216.0,1645.0,1738.0,0.17670954637779282,-0.022653721682847898,0.022653721682847898,0.14994757077944776,0.15467500868960724,-0.17670954637779282,37.51550996000003,0,0,5,0.0,3086.512720080178,108.24389747468526,0.0,3.2,163.0,47.6,565.0,1.012378152
916.0,1214.0,1645.0,1616.0,0.1420494699646643,0.0137320720170888,-0.0137320720170888,0.15075201119272472,0.1554782608695652,-0.1420494699646643,37.51550996000003,0,0,4,0.0,2788.7773389558656,108.02023394175444,0.0,3.2,163.0,47.6,565.0,1.012378152
916.0,1196.0,1483.0,1524.0,0.12058823529411765,0.05223880597014925,-0.05223880597014925,0.10712952594251586,0.17174515235457063,-0.12058823529411765,37.51550996000003,0,0,4,0.0,2507.554356862678,108.13837080410585,0.0,3.2,163.0,47.6,565.0,1.016705582
916.0,1196.0,1483.0,1524.0,0.12058823529411765,0.05223880597014925,-0.05223880597014925,0.10712952594251586,0.17174515235457063,-0.12058823529411765,37.51550996000003,0,0,4,0.0,2317.997575557048,106.97714773585479,0.0,3.2,163.0,47.6,565.0,1.016705582
916.0,1216.0,1463.0,1582.0,0.13080771979985703,-0.0022172949002217295,0.0022172949002217295,0.09219858156028368,0.12862773199570046,-0.13080771979985703,37.864148,0,0,4,0.0,2165.88639507497,106.70230319184436,0.0,3.2,163.0,47.6,565.0,1.016705582
916.0,1216.0,1463.0,1582.0,0.13080771979985703,-0.0022172949002217295,0.0022172949002217295,0.09219858156028368,0.12862773199570046,-0.13080771979985703,37.864148,0,0,4,0.0,2067.0574896234266,106.61162420386486,0.0,3.2,163.0,47.6,565.0,1.016705582
916.0,1426.0,1729.0,1670.0,0.07881136950904392,0.015620394930739759,-0.015620394930739759,0.09603803486529318,0.09431565576373452,-0.07881136950904392,38.609276360000024,0,0,5,0.0,2020.4530719815862,106.4434070810075,0.0,3.2,163.0,47.6,565.0,1.018869297
916.0,1146.0,1950.0,2008.0,0.2733037412809131,-0.06496950411031556,0.06496950411031556,0.2596899224806202,0.2121003781368168,-0.2733037412809131,37.864148,0,0,4,0.0,2435.918921042353,126.87607114208598,0.0,3.2,163.0,47.6,565.0,1.014541867
916.0,1146.0,1950.0,2008.0,0.2733037412809131,-0.06496950411031556,0.06496950411031556,0.2596899224806202,0.2121003781368168,-0.2733037412809131,37.864148,0,0,4,0.0,2502.496564784092,130.85060976897586,0.0,3.2,163.0,47.6,565.0,1.010214437
1086.0,965.0,1715.0,1866.0,0.3182620981985164,-0.03551609322974473,0.03551609322974473,0.2798507462686567,0.28597854236034037,-0.3182620981985164,37.864148,0,0,4,0.0,2791.7901063890286,140.87262569095574,0.0,3.2,163.0,47.6,565.0,1.010214437
1086.0,965.0,1715.0,1866.0,0.3182620981985164,-0.03551609322974473,0.03551609322974473,0.2798507462686567,0.28597854236034037,-0.3182620981985164,37.864148,0,0,5,0.0,3160.64652585595,149.1875131773697,0.0,3.2,163.0,47.6,565.0,1.010214437
1086.0,1362.0,1715.0,2144.0,0.22304620650313747,-0.10458526532715096,0.10458526532715096,0.11472213194670133,0.12129032258064516,-0.22304620650313747,37.864148,0,0,5,0.0,3765.255319915118,159.5304043097825,0.0,3.2,163.0,47.6,565.0,1.010214437
1086.0,1716.0,1898.0,2296.0,0.14456630109670987,-0.07465480926749356,0.07465480926749356,0.050359712230215826,0.07067424857839155,-0.14456630109670987,36.63366080000003,0,0,6,0.0,4225.156109391919,154.57687485429645,0.0,3.2,163.0,47.6,565.0,0.999395863
1086.0,1242.0,1743.0,1888.0,0.2063897763578275,-0.003188097768331562,0.003188097768331562,0.1678391959798995,0.20333547145606157,-0.2063897763578275,36.63366080000003,0,0,5,0.0,3210.699077353069,135.69129059112157,0.0,3.2,163.0,47.6,565.0,1.003723292
1086.0,1092.0,1743.0,1688.0,0.2143884892086331,0.052749719416386086,-0.052749719416386086,0.22962962962962963,0.2641509433962264,-0.2143884892086331,34.46663612000003,0,0,4,0.0,3108.1481497812147,131.45369648290048,0.0,3.2,163.0,47.6,565.0,1.003723292
1086.0,1092.0,1743.0,1688.0,0.2143884892086331,0.052749719416386086,-0.052749719416386086,0.22962962962962963,0.2641509433962264,-0.2143884892086331,34.46663612000003,0,0,4,0.0,3174.6406101462035,128.56357440274684,0.0,3.2,163.0,47.6,565.0,1.003723292
1086.0,1092.0,1743.0,1688.0,0.2143884892086331,0.052749719416386086,-0.052749719416386086,0.22962962962962963,0.2641509433962264,-0.2143884892086331,34.46663612000003,0,0,4,0.0,3236.275571113156,126.12967790797761,0.0,3.2,163.0,47.6,565.0,1.001559577
1066.0,1013.0,1996.0,1822.0,0.28536155202821867,0.08511172483052976,-0.08511172483052976,0.32668660684612827,0.3616887208569628,-0.28536155202821867,34.46663612000003,0,0,4,0.0,3510.672841938245,115.96879168935219,0.0,3.2,163.0,47.6,565.0,0.999395863
1066.0,1013.0,1996.0,1822.0,0.28536155202821867,0.08511172483052976,-0.08511172483052976,0.32668660684612827,0.3616887208569628,-0.28536155202821867,34.52132444000006,0,0,5,0.0,3647.6711394138474,111.29718677394105,0.0,3.2,163.0,47.6,565.0,0.999395863
1066.0,1013.0,1996.0,1822.0,0.28536155202821867,0.08511172483052976,-0.08511172483052976,0.32668660684612827,0.3616887208569628,-0.28536155202821867,34.52132444000006,0,0,5,0.0,3857.463864843108,108.5454972283499,0.0,3.2,163.0,47.6,565.0,0.999395863
1066.0,1664.0,1996.0,1984.0,0.08771929824561403,0.04270205066344994,-0.04270205066344994,0.0907103825136612,0.12993464052287582,-0.08771929824561403,34.52132444000006,0,0,5,0.0,4287.173596476836,104.6479475561041,0.0,3.2,163.0,47.6,565.0,0.999395863
1066.0,1664.0,1996.0,1984.0,0.08771929824561403,0.04270205066344994,-0.04270205066344994,0.0907103825136612,0.12993464052287582,-0.08771929824561403,34.52132444000006,0,1,5,0.034209329051346216,4822.343026165868,99.71389661389675,1.0889167636757858e-06,3.2,163.0,47.6,565.0,0.999395863
1193.0,978.0,1267.0,1288.0,0.13680494263018536,0.26125609406366507,-0.26125609406366507,0.1287305122494432,0.3843248347497639,-0.13680494263018536,34.52132444000006,0,1,5,24.094071779299973,5440.367712716237,95.24315922586251,0.0007669381245773057,3.2,163.0,47.6,565.0,0.999395863
1193.0,978.0,1267.0,1288.0,0.13680494263018536,0.26125609406366507,-0.26125609406366507,0.1287305122494432,0.3843248347497639,-0.13680494263018536,34.52132444000006,0,2,5,111.82802105648254,6111.775449968669,90.5394398186119,0.0035595964654647505,3.2,163.0,47.6,565.0,0.997232148
1193.0,1150.0,1267.0,1852.0,0.23384410393071287,0.08565786225623302,-0.08565786225623302,0.04840711625982623,0.3132278292027471,-0.23384410393071287,34.48714424000002,0,2,5,247.76244168752453,6568.58903533074,87.12305068472475,0.0078865234614174,3.2,163.0,47.6,565.0,0.997232148
1193.0,814.0,1267.0,1002.0,0.10352422907488987,0.3739456419868791,-0.3739456419868791,0.21768380586256608,0.4596747427812811,-0.10352422907488987,34.48714424000002,0,2,5,391.4172772951531,6764.020544001336,82.48641418356276,0.012459198898618943,3.2,163.0,47.6,565.0,0.999395863
1193.0,1094.0,2666.0,1476.0,0.14863813229571984,0.33273056057866185,-0.33273056057866185,0.41808510638297874,0.458683819891143,-0.14863813229571984,36.36363721999999,0,2,9,571.3587265861466,7126.690121033429,77.36374844782092,0.01818691312297519,3.2,163.0,47.6,565.0,0.999395863
1193.0,1766.0,2666.0,2216.0,0.11300853842290307,0.14175058094500387,-0.14175058094500387,0.20306859205776173,0.25074246924056004,-0.11300853842290307,36.36363721999999,0,2,10,805.0651697881397,7854.280039140169,72.39598881783274,0.025626020256579684,3.2,163.0,47.6,565.0,0.992904718
1193.0,686.0,1266.0,812.0,0.08411214953271028,0.24675324675324675,-0.24675324675324675,0.29713114754098363,0.32413793103448274,-0.08411214953271028,36.36363721999999,0,2,10,970.8864268530108,8716.198515688593,68.90009152680024,0.030904274802896908,3.2,163.0,47.6,565.0,0.992904718
1193.0,600.0,1130.0,757.0,0.1156963890935888,0.2824644549763033,-0.2824644549763033,0.3063583815028902,0.38556067588325654,-0.1156963890935888,36.36363721999999,0,2,10,1168.3119597279056,9674.960743132388,65.70110471420973,0.037188524692815104,3.2,163.0,47.6,565.0,0.992904718
1193.0,600.0,1130.0,757.0,0.1156963890935888,0.2824644549763033,-0.2824644549763033,0.3063583815028902,0.38556067588325654,-0.1156963890935888,35.987655020000034,0,2,10,1368.599738993625,10849.374409357897,63.741432544360904,0.04356388271502264,3.2,163.0,47.6,565.0,0.992904718
1193.0,587.0,1130.0,787.0,0.14556040756914118,0.2644859813084112,-0.2644859813084112,0.31624927198602215,0.39484536082474225,-0.14556040756914118,35.987655020000034,0,2,11,1572.0838181300148,12145.943683060219,62.69726523662801,0.05004098212203441,3.2,163.0,47.6,565.0,0.992904718
1193.0,587.0,1130.0,787.0,0.14556040756914118,0.2644859813084112,-0.2644859813084112,0.31624927198602215,0.39484536082474225,-0.14556040756914118,35.987655020000034,0,3,11,1852.3653106995735,13432.788554097873,62.948688807225764,0.058962619121958326,3.2,163.0,47.6,565.0,0.992904718
1430.0,922.0,1350.0,941.0,0.010198604401502952,0.2605108055009823,-0.2605108055009823,0.18838028169014084,0.26999208234362626,-0.010198604401502952,35.987655020000034,0,3,11,2295.233803959148,14613.335898492714,63.41469549793648,0.07305956109034253,3.2,163.0,47.6,565.0,0.992904718
1430.0,529.0,1350.0,747.0,0.17084639498432602,0.36452573373032754,-0.36452573373032754,0.43693453964874934,0.5039849976558838,-0.17084639498432602,37.132691720000025,0,3,11,2807.4328080004866,15832.833079745325,64.3114963902252,0.08936336175832747,3.2,163.0,47.6,565.0,0.992904718
1430.0,952.0,1350.0,1108.0,0.07572815533980583,0.18289085545722714,-0.18289085545722714,0.17289313640312773,0.25508607198748046,-0.07572815533980583,36.172228099999984,0,3,11,3494.2727666229193,16859.927776371747,62.354696959321295,0.11122615666388608,3.2,163.0,47.6,565.0,0.992904718
1430.0,952.0,1350.0,1108.0,0.07572815533980583,0.18289085545722714,-0.18289085545722714,0.17289313640312773,0.25508607198748046,-0.07572815533980583,36.172228099999984,0,3,12,3959.490232583398,18231.74873486293,61.97621698468044,0.12603448852794524,3.2,163.0,47.6,565.0,0.992904718
1430.0,1384.0,2237.0,1468.0,0.029453015427769985,0.36006974716652135,-0.36006974716652135,0.2355702844518089,0.38543516873889877,-0.029453015427769985,36.172228099999984,1,3,12,4672.456799057152,20629.944785524018,46.148844736086346,0.14872891919065612,3.2,163.0,47.6,565.0,0.992904718
1430.0,1656.0,2201.0,2182.0,0.13705054715997916,0.0773784355179704,-0.0773784355179704,0.14130152968628468,0.21217887725975262,-0.13705054715997916,35.69028728000001,1,5,13,6352.538387651067,23276.800894555116,26.998156965612846,0.20220757711513723,3.2,163.0,47.6,565.0,0.988577288
1430.0,1656.0,2201.0,2182.0,0.13705054715997916,0.0773784355179704,-0.0773784355179704,0.14130152968628468,0.21217887725975262,-0.13705054715997916,35.69028728000001,1,5,13,6658.278459095416,24034.785011270716,22.79199231973124,0.2119395858494647,3.2,163.0,47.6,565.0,0.986413573
1430.0,818.0,2201.0,1700.0,0.35027799841143764,0.19962335216572505,-0.19962335216572505,0.45809870818151704,0.5139631610219846,-0.35027799841143764,35.69028728000001,1,5,14,7246.400397652029,25608.557284144088,16.61458276895435,0.23066008858187928,3.2,163.0,47.6,565.0,0.986413573
1364.0,1096.0,2492.0,2116.0,0.3175591531755915,0.11204364246747797,-0.11204364246747797,0.3890746934225195,0.4148424986652429,-0.3175591531755915,35.69028728000001,1,5,14,7599.279055822867,26233.868259610234,16.592116027551814,0.2418925651337841,3.2,163.0,47.6,565.0,0.986413573
1364.0,1096.0,2492.0,2116.0,0.3175591531755915,0.11204364246747797,-0.11204364246747797,0.3890746934225195,0.4148424986652429,-0.3175591531755915,35.69028728000001,2,6,14,7953.497198062426,26688.440010666945,16.797923652803547,0.25316767878783486,3.2,163.0,47.6,565.0,0.990741003
1364.0,1096.0,2492.0,2116.0,0.3175591531755915,0.11204364246747797,-0.11204364246747797,0.3890746934225195,0.4148424986652429,-0.3175591531755915,35.69028728000001,2,6,14,8187.379153101447,26986.973822503394,17.220570658512138,0.2606123726367262,3.2,163.0,47.6,565.0,0.990741003
1466.0,1384.0,1611.0,1640.0,0.08465608465608465,0.17546505781799898,-0.17546505781799898,0.07579298831385643,0.2563138097796883,-0.08465608465608465,35.41000964,4,6,14,10953.97547576921,29504.56334876675,12.913676621646639,0.34867586869521316,3.2,163.0,47.6,565.0,0.997352354
1466.0,1166.0,1746.0,1394.0,0.0890625,0.19792865362485615,-0.19792865362485615,0.19917582417582416,0.28201970443349755,-0.0890625,35.29379696000001,4,6,16,11944.480032614943,31951.502708794596,7.536740206209564,0.3802046079706223,3.2,163.0,47.6,565.0,0.993024924
1466.0,1324.0,1746.0,1636.0,0.10540540540540541,0.11995696611081226,-0.11995696611081226,0.13745928338762214,0.22254844392248974,-0.10540540540540541,35.29379696000001,4,6,17,12200.653303618583,33308.4210247083,8.196311614113332,0.3883588564442721,3.2,163.0,47.6,565.0,0.993024924
1227.0,1124.0,1580.0,1516.0,0.1484848484848485,0.11886079628015112,-0.11886079628015112,0.16863905325443787,0.2627090849458839,-0.1484848484848485,36.18590018000003,3,5,19,12912.663905911053,36024.48618189756,12.506393211456675,0.4110228578220089,3.2,163.0,47.6,565.0,0.98653378
1227.0,1108.0,1538.0,1526.0,0.15869400151860288,0.08238123872519543,-0.08238123872519543,0.16250944822373395,0.23796423658872076,-0.15869400151860288,36.00474512000005,3,4,19,13043.266830083754,37347.13790530355,11.438982704444992,0.4151800780148772,3.2,163.0,47.6,565.0,0.993024924
1227.0,1108.0,1538.0,1526.0,0.15869400151860288,0.08238123872519543,-0.08238123872519543,0.16250944822373395,0.23796423658872076,-0.15869400151860288,36.00474512000005,3,4,19,12965.35717508527,37752.90505131633,11.762249353321211,0.4127001366733586,3.2,163.0,47.6,565.0,0.993024924
1227.0,1108.0,1538.0,1526.0,0.15869400151860288,0.08238123872519543,-0.08238123872519543,0.16250944822373395,0.23796423658872076,-0.15869400151860288,36.00474512000005,3,4,19,12826.424388409743,38240.284454441324,12.376901558535609,0.40827776872197025,3.2,163.0,47.6,565.0,0.990861209
1227.0,1212.0,1529.0,1636.0,0.14887640449438203,0.014160891834890027,-0.014160891834890027,0.11565122218168551,0.16269430051813472,-0.14887640449438203,36.00474512000005,3,5,19,12658.995156492685,38790.0707412678,14.204878299313561,0.4029483307464344,3.2,163.0,47.6,565.0,0.990861209
1227.0,1116.0,1529.0,1574.0,0.17026022304832714,0.03346638010439054,-0.03346638010439054,0.1561436672967864,0.20257234726688103,-0.17026022304832714,36.00474512000005,3,5,19,12527.748798263436,39417.133465441395,13.085009565876263,0.3987706294114355,3.2,163.0,47.6,565.0,0.98653378
1227.0,1042.0,1529.0,1524.0,0.18784099766173032,0.04957904583723106,-0.04957904583723106,0.18942045896538312,0.23522935779816515,-0.18784099766173032,36.00474512000005,3,7,19,12402.309922786371,40471.1755535612,10.921202407834487,0.39477778599382274,3.2,163.0,47.6,565.0,0.993024924
